title,author,price,publisher,page_count,generes,ISBN
Letting Go,David R. Hawkins,74.78,"Hay House, Inc",176,"Body, Mind , Spirit , New Thought",9781400000000 
Personal Success (The Brian Tracy Success Library),Brian Tracy,29.4,AMACOM,112,"Business , Economics , Personal Success",9780810000000 
Blood Runs Cold: A completely unputdownable mystery and suspense thriller,Dylan Young,11.21,Bookouture,350,"Fiction , Mystery , Detective , Police Procedural",9781790000000 
Ask A Footballer,James Milner,98.42,Hachette UK,320,"Sports , Recreation , General",9781530000000 
The Walking Dead: Compendium 1,Robert Kirkman,157.49,"Image Comics, Inc.",28,"Comics , Graphic Novels , Horror",9781610000000 
"Business Process Management: Concepts, Languages, Architectures, Edition 2",Mathias Weske,265.39,Springer Science & Business Media,404,"Computers , Data Processing",9783640000000 
The Vagrant (The Vagrant Trilogy),Peter Newman,34.58,HarperCollins UK,416,"Fiction , Fantasy , Action , Adventure",9780010000000 
A Forge of Valor (Kings and Sorcerers--Book 4),Morgan Rice,18.72,Morgan Rice,250,"Juvenile Fiction , Fantasy , Magic",9781630000000 
The Vagrant (The Vagrant Trilogy),Peter Newman,34.58,HarperCollins UK,416,"Fiction , Fantasy , Dark Fantasy",9780010000000 
"Eat That Frog!: 21 Great Ways to Stop Procrastinating and Get More Done in Less Time, Edition 3",Brian Tracy,62.82,Berrett-Koehler Publishers,144,"Business , Economics , Time Management",9781630000000 
The Weight of Honor (Kings and Sorcerers--Book 3),Morgan Rice,18.72,Morgan Rice,250,"Fiction , Fantasy , Epic",9781630000000 
The Memoirs of Sherlock Holmes,Arthur Conan Doyle,0,Simon and Schuster,320,"Fiction , Classics",9781480000000 
The Queen of Nothing (The Folk of the Air #3),Holly Black,36.86,Bonnier Zaffre Ltd.,448,"Juvenile Nonfiction , Curiosities , Wonders",9781470000000 
Young Justice Vol. 1,Art Baltazar,39.34,DC,164,General,9781400000000 
One Small Step Can Change Your Life: The Kaizen Way,Robert Maurer,39.19,Workman Publishing,228,"Business , Economics , Motivational",9780760000000 
How to Win Friends and Influence People,Dale Carnegie,55.47,Random House,304,"Business , Economics , General",9781410000000 
Watching (The Making of Riley PaigeBook 1),Blake Pierce,0,Blake Pierce,250,"Fiction , Thrillers , Suspense",9781640000000 
Management (The Brian Tracy Success Library),Brian Tracy,38.44,AMACOM,112,"Business , Economics , Management",9780810000000 
Legacy,Shannon Messenger,43.28,Simon and Schuster,816,"Juvenile Fiction , Action , Adventure , General",9781530000000 
Spider-Man: Kraven's Last Hunt,J. M. DeMatteis,43.28,Marvel Entertainment,168,General,9781300000000 
Antiques Knock-Off,Barbara Allan,73.67,Kensington Publishing Corp.,240,"Fiction , Mystery , Detective , Private Investigators",9780760000000 
"Business Process Management: Concepts, Languages, Architectures, Edition 2",Mathias Weske,265.39,Springer Science & Business Media,404,"Business , Economics , Business Mathematics",9783640000000 
"Business Process Management: Concepts, Languages, Architectures, Edition 2",Mathias Weske,265.39,Springer Science & Business Media,404,"Computers , Information Technology",9783640000000 
Heart and Brain: An Awkward Yeti Collection,The Awkward Yeti,33.14,Andrews McMeel Publishing,144,"Psychology , Mental Health",9781450000000 
Final Option: 'The best one yet',Clive Cussler,93.75,Penguin UK,400,"Fiction , Mystery , Detective , International Mystery , Crime",9781410000000 
After Anna,Alex Lake,20.51,HarperCollins UK,416,"Fiction , Thrillers , General",9780010000000 
Eeny Meeny: DI Helen Grace 1,M. J. Arlidge,42.16,Penguin UK,464,"Fiction , Thrillers , Suspense",9781410000000 
Once Missed (A Riley Paige MysteryBook 16),Blake Pierce,31.47,Blake Pierce,250,"Fiction , Mystery , Detective , General",9781640000000 
Twas The Nightshift Before Christmas: Festive hospital diaries from the author of million-copy hit This is Going to Hurt,Adam Kay,41.82,Pan Macmillan,112,"Medical , General",9781530000000 
Shattered Bonds,Faith Hunter,31.46,Penguin,400,"Fiction , Fantasy , Urban",9780400000000 
Riley Paige Mystery Bundle: Once Gone (#1) and Once Taken (#2),Blake Pierce,14.96,Blake Pierce,250,"Fiction , Mystery , Detective , Women Sleuths",9781630000000 
Maigret Goes to School,Georges Simenon,47.78,Penguin,176,"Fiction , Mystery , Detective , General",9781520000000 
Shall We Tell the President?,Jeffrey Archer,41.82,Pan Macmillan,200,"Fiction , Mystery , Detective , International Mystery , Crime",9780330000000 
One Small Step Can Change Your Life: The Kaizen Way,Robert Maurer,39.19,Workman Publishing,228,"Self-Help , Motivational , Inspirational",9780760000000 
It,Stephen King,19.65,Simon and Schuster,1168,"Fiction , Thrillers , Supernatural",9781500000000 
Now or Never: A Novel,Elizabeth Adler,31.46,Island Books,448,General,9780310000000 
Find Me: A TOP TEN SUNDAY TIMES BESTSELLER,Andre Aciman,42.16,Faber & Faber,256,"Fiction , General",9780570000000 
Heart and Brain: An Awkward Yeti Collection,The Awkward Yeti,33.14,Andrews McMeel Publishing,144,"Humor , Form , Comic Strips , Cartoons",9781450000000 
We,Yevgeny Zamyatin,7.13,Pan,226,"Fiction , Fantasy , General",9781740000000 
Injustice: Gods Among Us Year One - The Complete Collection: Issues 1-12,Tom Taylor,98.42,DC,400,"Comics , Graphic Novels , Superheroes",9781400000000 
Rework,Jason Fried,71.63,Currency,288,General,9780310000000 
Blue Moon: A Jack Reacher Novel,Lee Child,71.63,Dell,368,"Fiction , Action , Adventure",9780400000000 
Tall Tales and Wee Stories: The Best of Billy Connolly,Billy Connolly,98.42,Hachette UK,336,"Performing Arts , Television , Genres , Comedy",9781530000000 
Strawberry Shortcake Murder,Joanne Fluke,43.36,Kensington Books,304,"Fiction , Mystery , Detective , Women Sleuths",9781620000000 
Shantaram,Gregory David Roberts,55.1,Hachette UK,944,"Fiction , Psychological",9781410000000 
We,Yevgeny Zamyatin,7.13,Pan,226,"Fiction , Fantasy , Epic",9781740000000 
Morning Star,Pierce Brown,62.1,Del Rey,544,"Fiction , Action , Adventure",9780350000000 
Batman: The Man Who Laughs,Ed Brubaker,59.03,DC,146,"Comics , Graphic Novels , Superheroes",9781400000000 
And Then There Were General,Agatha Christie,32.1,HarperCollins UK,224,"Fiction , Mystery , Detective , General",9780010000000 
God of War: The Official Novelization,J.M. Barlog,15.82,Titan Books,400,"Fiction , Action , Adventure",9781790000000 
Watching (The Making of Riley PaigeBook 1),Blake Pierce,0,Blake Pierce,250,"Fiction , Mystery , Detective , Women Sleuths",9781640000000 
Principles: Life and Work,Ray Dalio,59.03,Simon and Schuster,592,"Business , Economics , Leadership",9781500000000 
You'll Never See Daylight Again,Michaella McCollum,42.16,Kings Road Publishing,476,"Social Science , Criminology",9781790000000 
The Mysterious Affair at Styles (Poirot),Agatha Christie,19.28,HarperCollins UK,208,"Fiction , Thrillers , Military",9780010000000 
How to Win Friends and Influence People,Dale Carnegie,55.47,Random House,304,"Business , Economics , Human Resources , Personnel Management",9781410000000 
All-New Wolverine Vol. 1: The Four Sisters,Tom Taylor,70.85,Marvel Entertainment,136,"Comics , Graphic Novels , Superheroes",9781300000000 
"The Complete Works of William Shakespeare: All 213 Plays, Poems, Sonnets, Apocryphal Plays + The Biography: The Life of William Shakespeare by Sidney Lee: Hamlet - Romeo and Juliet - King Lear - A Midsummer Night's Dream - Macbeth - The Tempest - Othello and many more",William Shakespeare,4.17,e-artnow,1424,"Poetry , European , General, Irish, Scottish, Welsh",9788030000000 
Principles: Life and Work,Ray Dalio,59.03,Simon and Schuster,592,General,9781500000000 
One Small Step Can Change Your Life: The Kaizen Way,Robert Maurer,39.19,Workman Publishing,228,General,9780760000000 
I Am Pilgrim: The bestselling Richard & Judy Book Club pick,Terry Hayes,49.92,Random House,704,"Fiction , Crime",9781450000000 
The Last Wife: An absolutely gripping and emotional page turner with a brilliant twist,Nicola Marsh,14.96,Bookouture,358,"Fiction , Psychological",9781840000000 
"Prince of Thorns (The Broken Empire, Book 1)",Mark Lawrence,24.94,HarperCollins UK,416,"Fiction , Fantasy , Epic",9780010000000 
Indistractable: How to Control Your Attention and Choose Your Life,Nir Eyal,69.24,Bloomsbury Publishing,400,"Business , Economics , Workplace Culture",9781530000000 
In Dark Company: A Kate Burkholder Short Story,Linda Castillo,6.64,Minotaur Books,60,"Fiction , Mystery , Detective , Women Sleuths",9781250000000 
Becoming Steve Jobs: The Evolution of a Reckless Upstart into a Visionary Leader,Brent Schlender,70.88,Crown Business,464,"Biography , Autobiography , Rich , Famous",9780390000000 
Maigret Goes to School,Georges Simenon,47.78,Penguin,176,"Fiction , Crime",9781520000000 
Freakonomics Rev Ed: A Rogue Economist Explores the Hidden Side of Everything,Steven D. Levitt,88.69,Harper Collins,336,General,9780060000000 
Bring Me Back,B A Paris,30.71,HarperCollins UK,368,"Fiction , Thrillers , Suspense",9780010000000 
Shall We Tell the President?,Jeffrey Archer,41.82,Pan Macmillan,200,"Fiction , Thrillers , Suspense",9780330000000 
"The Lord of the Rings: The Fellowship of the Ring, The Two Towers, The Return of the King",J. R. R. Tolkien,81.87,HarperCollins UK,1216,"Fiction , Small Town , Rural",9780010000000 
Rogues,George R. R. Martin,52.54,Bantam,832,"Fiction , Fantasy , Collections , Anthologies",9780800000000 
The Guardians: A Novel,John Grisham,71.63,Doubleday,384,"Fiction , Thrillers , Legal",9780390000000 
The Daylight War: Book Three of The Demon Cycle,Peter V. Brett,35.4,Del Rey,656,"Fiction , Science Fiction , Action , Adventure",9780350000000 
"Business Process Management: Concepts, Languages, Architectures, Edition 2",Mathias Weske,265.39,Springer Science & Business Media,404,General,9783640000000 
"A Game of Thrones: The Story Continues Books 1-5: A Game of Thrones, A Clash of Kings, A Storm of Swords, A Feast for Crows, A Dance with Dragons (A Song of Ice and Fire)",George R.R. Martin,88.06,HarperCollins UK,4544,"Fiction , Action , Adventure",9780010000000 
I Am Pilgrim: The bestselling Richard & Judy Book Club pick,Terry Hayes,49.92,Random House,704,"Fiction , Thrillers , Terrorism",9781450000000 
We,Yevgeny Zamyatin,7.13,Pan,226,"Fiction , Science Fiction , General",9781740000000 
"Goals!: How to Get Everything You Want -- Faster Than You Ever Thought Possible, Edition 2",Brian Tracy,86.45,Berrett-Koehler Publishers,288,"Business , Economics , Motivational",9781610000000 
Her Royal Spyness,Rhys Bowen,31.46,Penguin,336,"Fiction , Mystery , Detective , Historical",9781100000000 
The Neatest Little Guide to Stock Market Investing: Fifth Edition,Jason Kelly,62.1,Penguin,336,"Business , Economics , Investments , Securities , Stocks",9781100000000 
The Raven,Edgar Allan Poe,0,Simon and Schuster,32,"Fiction , General",9781480000000 
Marketing (The Brian Tracy Success Library),Brian Tracy,29.4,AMACOM,112,"Business , Economics , Customer Relations",9780810000000 
The Queen of Nothing (The Folk of the Air #3),Holly Black,36.86,Bonnier Zaffre Ltd.,448,"Fiction , Fantasy , Epic",9781470000000 
Personal Success (The Brian Tracy Success Library),Brian Tracy,29.4,AMACOM,112,"Business , Economics , Motivational",9780810000000 
The Secrets of Saving and Investing with Alvin Hall: Simple Strategies to Make Your Money Go Further,Alvin Hall,3.9,Hachette UK,30,"Business , Economics , Finance , General",9781470000000 
Good to Great: Why Some Companies Make the Leap...And Others Don't,Jim Collins,96.12,Harper Collins,320,"Business , Economics , Development , Business Development",9780060000000 
10 Ways to be less consumerist,James Fries,4.43,EDITORA BIBLIOMUNDI SERVIÇOS DIGITAIS LTDA,15,"Self-Help , Personal Growth , General",9781530000000 
War and Peace: With bonus material from Give War and Peace A Chance by Andrew D. Kaufman,Leo Tolstoy,0,Simon and Schuster,1400,"Fiction , Literary",9781480000000 
Permanent Record,Edward Snowden,49.58,Metropolitan Books,352,"Biography , Autobiography , Social Activists",9781250000000 
In Dark Company: A Kate Burkholder Short Story,Linda Castillo,6.64,Minotaur Books,60,"Fiction , Mystery , Detective , Police Procedural",9781250000000 
Wedge's Gamble: Star Wars Legends (X-Wing),Michael A. Stackpole,31.46,Del Rey,368,"Fiction , Action , Adventure",9780310000000 
"The Power of Focus: How to Hit Your Business, Personal and Financial Targets with Confidence and Certainty",Jack Canfield,72.16,Random House,368,"Business , Economics , General",9781450000000 
The Mysterious Affair at Styles,Agatha Christie,8.7,HarperCollins UK,208,"Fiction , Mystery , Detective , Traditional",9780010000000 
"A Game of Thrones: The Story Continues Books 1-5: A Game of Thrones, A Clash of Kings, A Storm of Swords, A Feast for Crows, A Dance with Dragons (A Song of Ice and Fire)",George R.R. Martin,88.06,HarperCollins UK,4544,"Fiction , Fantasy , General",9780010000000 
"The Girl in the Spider's Web: A Lisbeth Salander novel, continuing Stieg Larsson's Millennium Series",David Lagercrantz,39.34,Vintage Crime/Black Lizard,416,"Fiction , Mystery , Detective , General",9780390000000 
The Black Box,Michael Connelly,43.28,Hachette UK,448,"Fiction , Thrillers , Legal",9781410000000 
Start Day Trading Now: A Quick and Easy Introduction to Making Money While Managing Your Risk,Michael Sincere,47.22,Simon and Schuster,224,"Business , Economics , Personal Finance , Investing",9781440000000 
The Hitchhiker's Guide to the Galaxy: 42nd Anniversary Edition,Douglas Adams,32.51,Pan Macmillan,245,"Fiction , Science Fiction , General",9780330000000 
How To Win Friends and Influence People,Dale Carnegie,51.15,Simon and Schuster,320,"Business , Economics , General",9781450000000 
Kingdom Of Strangers,Zoe Ferraris,39.34,Hachette UK,368,"Fiction , Crime",9780750000000 
Eeny Meeny: DI Helen Grace 1,M. J. Arlidge,42.16,Penguin UK,464,General,9781410000000 
The Secrets of Saving and Investing with Alvin Hall: Simple Strategies to Make Your Money Go Further,Alvin Hall,3.9,Hachette UK,30,"Business , Economics , Personal Finance , General",9781470000000 
Batman: Earth One,Geoff Johns,59.03,DC,146,"Comics , Graphic Novels , Superheroes",9781400000000 
Once Missed (A Riley Paige MysteryBook 16),Blake Pierce,31.47,Blake Pierce,250,"Fiction , Mystery , Detective , Women Sleuths",9781640000000 
Furies of Calderon,Jim Butcher,14.29,Penguin,672,"Fiction , Fantasy , Epic",9781440000000 
'Salem's Lot,Stephen King,55.1,Hachette UK,300,"Fiction , Horror",9781850000000 
We,Yevgeny Zamyatin,7.13,Pan,226,General,9781740000000 
The Hitchhiker's Guide to the Galaxy: 42nd Anniversary Edition,Douglas Adams,32.51,Pan Macmillan,245,"Young Adult Fiction , Science Fiction , Alien Contact",9780330000000 
"The Painted Man (The Demon Cycle, Book 1)",Peter V. Brett,28.54,HarperCollins UK,544,"Fiction , War , Military",9780010000000 
Batman: Arkham Unhinged Vol. 1,Derek Fridolfs,59.03,DC,160,"Comics , Graphic Novels , Superheroes",9781400000000 
Rework,Jason Fried,71.63,Currency,288,"Business , Economics , Motivational",9780310000000 
"Prince of Thorns (The Broken Empire, Book 1)",Mark Lawrence,24.94,HarperCollins UK,416,"Fiction , Fantasy , General",9780010000000 
The Guardians: The explosive new thriller from international bestseller John Grisham,John Grisham,98.42,Hachette UK,384,General,9781470000000 
Leadership 101: What Every Leader Needs to Know,John C. Maxwell,32.48,HarperCollins Leadership,128,"Business , Economics , Leadership",9781420000000 
Predictably Irrational: The Hidden Forces that Shape Our Decisions,Dan Ariely,29.21,HarperCollins UK,304,"Psychology , General",9780010000000 
Business Strategy (The Brian Tracy Success Library),Brian Tracy,38.33,AMACOM,112,"Business , Economics , Motivational",9780810000000 
Shattered Bonds,Faith Hunter,31.46,Penguin,400,General,9780400000000 
Shantaram,Gregory David Roberts,55.1,Hachette UK,944,"Fiction , Mystery , Detective , International Mystery , Crime",9781410000000 
Batman: Arkham Knight Vol. 3,Peter J. Tomasi,98.42,DC,200,"Comics , Graphic Novels , Superheroes",9781400000000 
Edgedancer: From the Stormlight Archive,Brandon Sanderson,36.79,Tor Books,226,"Fiction , Fantasy , Action , Adventure",9781250000000 
The Law of Success in Sixteen Lessons,Napoleon Hill,7.84,Simon and Schuster,547,"Self-Help , Personal Growth , Success",9781630000000 
Shantaram,Gregory David Roberts,55.1,Hachette UK,944,"Fiction , Literary",9781410000000 
"Mini Habits: Smaller Habits, Bigger Results",Stephen Guise,23.59,Selective Entertainment LLC,126,"Business , Economics , Motivational",9781000000000 
The Hitchhiker's Guide to the Galaxy: 42nd Anniversary Edition,Douglas Adams,32.51,Pan Macmillan,245,"Juvenile Fiction , Science Fiction",9780330000000 
The Jump,Doug Johnstone,32.78,Faber & Faber,304,"Fiction , Crime",9780570000000 
Diabolical,Jana DeLeon,23.59,Jana DeLeon,360,"Fiction , Mystery , Detective , Private Investigators",9781940000000 
"Business Process Management: Concepts, Languages, Architectures, Edition 2",Mathias Weske,265.39,Springer Science & Business Media,404,"Computers , Software Development , Engineering , General",9783640000000 
The Memoirs of Sherlock Holmes,Arthur Conan Doyle,0,Simon and Schuster,320,"Fiction , Mystery , Detective , General",9781480000000 
The Secrets of Saving and Investing with Alvin Hall: Simple Strategies to Make Your Money Go Further,Alvin Hall,3.9,Hachette UK,30,"Business , Economics , Personal Finance , Money Management",9781470000000 
The Mysterious Affair at Styles,Agatha Christie,8.7,HarperCollins UK,208,"Fiction , Mystery , Detective , Amateur Sleuth",9780010000000 
The Last Wife: An absolutely gripping and emotional page turner with a brilliant twist,Nicola Marsh,14.96,Bookouture,358,"Fiction , Crime",9781840000000 
The Hitchhiker's Guide to the Galaxy: 42nd Anniversary Edition,Douglas Adams,32.51,Pan Macmillan,245,"Fiction , Science Fiction , Humorous",9780330000000 
Auberon,James S. A. Corey,11.78,Hachette UK,112,"Fiction , Science Fiction , General",9780360000000 
The Choice of Magic,Michael G. Manning,11.78,Michael Manning,408,"Fiction , Fantasy , Epic",9781940000000 
Night of the Bold (Kings and Sorcerers--Book 6),Morgan Rice,22.47,Morgan Rice,250,"Juvenile Fiction , Fantasy , Magic",9781630000000 
The Essentials of Finance and Accounting for Nonfinancial Managers,Edward Fields,58.99,AMACOM,320,"Business , Economics , Accounting , Managerial",9780810000000 
The Man in the High Castle,Philip K. Dick,55.17,Houghton Mifflin Harcourt,272,"Fiction , Alternative History",9780550000000 
The Red Signal: An Agatha Christie Short Story,Agatha Christie,7.5,HarperCollins UK,40,"Fiction , Mystery , Detective , Amateur Sleuth",9780010000000 
Becoming Steve Jobs: The Evolution of a Reckless Upstart into a Visionary Leader,Brent Schlender,70.88,Crown Business,464,"Biography , Autobiography , Business",9780390000000 
The Last Wife: An absolutely gripping and emotional page turner with a brilliant twist,Nicola Marsh,14.96,Bookouture,358,"Fiction , Thrillers , Crime",9781840000000 
"Chronicle of the Unhewn Throne: (The Emperor's Blades, The Providence of Fire, The Last Mortal Bond)",Brian Staveley,129.51,Macmillan,1728,"Fiction , Fantasy , Military",9780770000000 
The Malady and Other Stories: An Andrzej Sapkowski Sampler,Andrzej Sapkowski,3.9,Hachette UK,96,"Fiction , Fantasy , Action , Adventure",9781470000000 
"Eat That Frog!: 21 Great Ways to Stop Procrastinating and Get More Done in Less Time, Edition 3",Brian Tracy,62.82,Berrett-Koehler Publishers,144,"Business , Economics , Motivational",9781630000000 
The Raven,Edgar Allan Poe,0,Simon and Schuster,32,"Poetry , American , General",9781480000000 
Captivate: The Science of Succeeding with People,Vanessa Van Edwards,66.87,Penguin,288,"Business , Economics , Personal Success",9780400000000 
The Queen of Nothing (The Folk of the Air #3),Holly Black,36.86,Bonnier Zaffre Ltd.,448,"Young Adult Fiction , Fairy Tales , Folklore , General",9781470000000 
Bring Me Back,B A Paris,30.71,HarperCollins UK,368,"Fiction , Psychological",9780010000000 
Working With You is Killing Me: Freeing Yourself from Emotional Traps at Work,Katherine Crowley,78.76,Hachette UK,256,"Business , Economics , Organizational Development",9780760000000 
"Financial Statements, Revised and Expanded Edition: A Step-by-Step Guide to Understanding and Creating Financial Reports",Thomas Ittelson,78.73,Red Wheel/Weiser,288,"Business , Economics , Finance , General",9781600000000 
The Mysterious Affair at Styles (Poirot),Agatha Christie,19.28,HarperCollins UK,208,"Fiction , Horror",9780010000000 
Antiques Roadkill: A Trash 'n' Treasures Mystery,Barbara Allan,26.15,Kensington Publishing Corp.,288,"Fiction , Mystery , Detective , Private Investigators",9780760000000 
The Jump,Doug Johnstone,32.78,Faber & Faber,304,"Fiction , Mystery , Detective , General",9780570000000 
The Eye of the World: Book One of 'The Wheel of Time',Robert Jordan,36.79,Tor Books,688,"Fiction , Fantasy , Action , Adventure",9781430000000 
The Black Box,Michael Connelly,43.28,Hachette UK,448,"Fiction , Mystery , Detective , Police Procedural",9781410000000 
Indistractable: How to Control Your Attention and Choose Your Life,Nir Eyal,69.24,Bloomsbury Publishing,400,"Business , Economics , Business Communication , Meetings , Presentations",9781530000000 
The Raven,Edgar Allan Poe,0,Simon and Schuster,32,General,9781480000000 
No Mercy: The brand new novel from the Queen of Crime,Martina Cole,98.42,Hachette UK,416,"Fiction , Thrillers , Crime",9781470000000 
"A Feast for Crows (A Song of Ice and Fire, Book 4)",George R.R. Martin,29.29,HarperCollins UK,864,"Fiction , Media Tie-In",9780010000000 
You'll Never See Daylight Again,Michaella McCollum,42.16,Kings Road Publishing,476,"True Crime , Organized Crime",9781790000000 
Personal Success (The Brian Tracy Success Library),Brian Tracy,29.4,AMACOM,112,"Self-Help , Personal Growth , Self-Esteem",9780810000000 
Dark Matter: A Novel,Blake Crouch,28.61,Broadway Books,368,"Fiction , Science Fiction , Action , Adventure",9781100000000 
Now or Never: A Novel,Elizabeth Adler,31.46,Island Books,448,"Fiction , Thrillers , Crime",9780310000000 
We Should All Be Feminists,Chimamanda Ngozi Adichie,23.85,Vintage,32,"Social Science , Feminism , Feminist Theory",9781100000000 
Becoming Steve Jobs: The Evolution of a Reckless Upstart into a Visionary Leader,Brent Schlender,70.88,Crown Business,464,"Business , Economics , Industries , Computers , Information Technology",9780390000000 
We,Yevgeny Zamyatin,7.13,Pan,226,"Fiction , Classics",9781740000000 
Find Me: A Novel,Andre Aciman,46.88,"Farrar, Straus and Giroux",272,"Fiction , Literary",9780370000000 
Kiss the Girls and Make Them Cry,Mary Higgins Clark,42.26,Simon and Schuster,400,"Fiction , Thrillers , Suspense",9781470000000 
Personal Success (The Brian Tracy Success Library),Brian Tracy,29.4,AMACOM,112,"Self-Help , Personal Growth , Success",9780810000000 
The Complete Art of War,Sun Tzu,7.84,Simon and Schuster,667,General,9781630000000 
Critical Role Vox Machina: Origins: Volume 1,Matthew Mercer,66.9,Dark Horse Comics,168,"Comics , Graphic Novels , Media Tie-In",9781510000000 
Wrecking Ball (Diary of a Wimpy Kid Book 14),Jeff Kinney,53.11,Abrams,224,"Juvenile Fiction , Comics , Graphic Novels , General",9781680000000 
The Memoirs of Sherlock Holmes,Sir Arthur Conan Doyle,2.73,Courier Corporation,208,"Fiction , Mystery , Detective , Collections , Anthologies",9780490000000 
Captivate: The Science of Succeeding with People,Vanessa Van Edwards,66.87,Penguin,288,"Psychology , Social Psychology",9780400000000 
Indistractable: How to Control Your Attention and Choose Your Life,Nir Eyal,69.24,Bloomsbury Publishing,400,"Self-Help , General",9781530000000 
The Malady and Other Stories: An Andrzej Sapkowski Sampler,Andrzej Sapkowski,3.9,Hachette UK,96,"Fiction , Fantasy , General",9781470000000 
And Then There Were General,Agatha Christie,32.1,HarperCollins UK,224,"Fiction , Mystery , Detective , Cozy , General",9780010000000 
Platform: Get Noticed in a Noisy World,Michael Hyatt,73.92,HarperCollins Leadership,288,"Business , Economics , General",9781600000000 
Management (The Brian Tracy Success Library),Brian Tracy,38.44,AMACOM,112,"Business , Economics , Reference",9780810000000 
"A Game of Thrones: The Story Continues Books 1-5: A Game of Thrones, A Clash of Kings, A Storm of Swords, A Feast for Crows, A Dance with Dragons (A Song of Ice and Fire)",George R.R. Martin,88.06,HarperCollins UK,4544,"Fiction , Media Tie-In",9780010000000 
The Man in the High Castle,Philip K. Dick,55.17,Houghton Mifflin Harcourt,272,"Fiction , Literary",9780550000000 
Kings and Sorcerers Bundle (Books 2 and 3),Morgan Rice,33.72,Morgan Rice,500,"Fiction , Fantasy , Epic",9781630000000 
Getting Away Is Deadly: An Ellie Avery Mystery,Sara Rosett,26.15,Kensington Publishing Corp.,320,"Fiction , Mystery , Detective , Women Sleuths",9781620000000 
The Eye of the World: Book One of 'The Wheel of Time',Robert Jordan,36.79,Tor Books,688,"Fiction , Fantasy , Epic",9781430000000 
Furies of Calderon,Jim Butcher,14.29,Penguin,672,"Fiction , Fantasy , Action , Adventure",9781440000000 
Indistractable: How to Control Your Attention and Choose Your Life,Nir Eyal,69.24,Bloomsbury Publishing,400,"Self-Help , Self-Management , Stress Management",9781530000000 
Home Work: A Memoir of My Hollywood Years,Julie Andrews,98.42,Hachette UK,352,"Music , Genres , Styles , Musicals",9781470000000 
Avengers Vol. 1: Avengers World,Jonathan Hickman,43.28,Marvel Entertainment,152,"Comics , Graphic Novels , Superheroes",9781300000000 
'Salem's Lot,Stephen King,55.1,Hachette UK,300,"Fiction , General",9781850000000 
Antiques Chop,Barbara Allan,29.9,Kensington Books,240,"Fiction , Mystery , Detective , Cozy , General",9781620000000 
No Mercy: The brand new novel from the Queen of Crime,Martina Cole,98.42,Hachette UK,416,"Fiction , Thrillers , Suspense",9781470000000 
I Am Pilgrim: The bestselling Richard & Judy Book Club pick,Terry Hayes,49.92,Random House,704,"Fiction , Mystery , Detective , International Mystery , Crime",9781450000000 
How To Win Friends and Influence People,Dale Carnegie,51.15,Simon and Schuster,320,General,9781450000000 
Forever Evil,Geoff Johns,98.42,DC,240,"Comics , Graphic Novels , Superheroes",9781400000000 
Principles: Life and Work,Ray Dalio,59.03,Simon and Schuster,592,"Business , Economics , Personal Finance , Investing",9781500000000 
The Mysterious Affair at Styles (Poirot),Agatha Christie,19.28,HarperCollins UK,208,"Fiction , Mystery , Detective , Traditional",9780010000000 
Platform: Get Noticed in a Noisy World,Michael Hyatt,73.92,HarperCollins Leadership,288,"Computers , Web , Social Media",9781600000000 
Indistractable: How to Control Your Attention and Choose Your Life,Nir Eyal,69.24,Bloomsbury Publishing,400,"Family , Relationships , Life Stages , School Age",9781530000000 
Legacy,Shannon Messenger,43.28,Simon and Schuster,816,"Juvenile Fiction , Social Themes , Friendship",9781530000000 
Blood Runs Cold: A completely unputdownable mystery and suspense thriller,Dylan Young,11.21,Bookouture,350,"Fiction , Crime",9781790000000 
Now or Never: A Novel,Elizabeth Adler,31.46,Island Books,448,"Fiction , Women",9780310000000 
'Salem's Lot,Stephen King,55.1,Hachette UK,300,"Fiction , Thrillers , Suspense",9781850000000 
The Burning White: Book Five of Lightbringer,Brent Weeks,98.42,Hachette UK,640,"Fiction , Fantasy , Epic",9780360000000 
Final Option: 'The best one yet',Clive Cussler,93.75,Penguin UK,400,"Fiction , Fantasy , Action , Adventure",9781410000000 
Marketing (The Brian Tracy Success Library),Brian Tracy,29.4,AMACOM,112,"Business , Economics , General",9780810000000 
Good to Great: Why Some Companies Make the Leap...And Others Don't,Jim Collins,96.12,Harper Collins,320,"Business , Economics , Corporate , Business History",9780060000000 
"Chronicle of the Unhewn Throne: (The Emperor's Blades, The Providence of Fire, The Last Mortal Bond)",Brian Staveley,129.51,Macmillan,1728,"Fiction , Fantasy , Epic",9780770000000 
The Jump,Doug Johnstone,32.78,Faber & Faber,304,"Fiction , Thrillers , General",9780570000000 
Influence: The Psychology of Persuasion,Robert B. Cialdini,56.14,Harper Collins,336,"Business , Economics , Marketing , General",9780060000000 
"Business Process Management: Concepts, Languages, Architectures, Edition 2",Mathias Weske,265.39,Springer Science & Business Media,404,"Computers , Desktop Applications , General",9783640000000 
Twas The Nightshift Before Christmas: Festive hospital diaries from the author of million-copy hit This is Going to Hurt,Adam Kay,41.82,Pan Macmillan,112,"Humor , Topic , Business , Professional",9781530000000 
Happy: Why More or Less Everything is Absolutely Fine,Derren Brown,55.47,Random House,576,"Self-Help , Personal Growth , Happiness",9781470000000 
The Hitchhiker's Guide to the Galaxy: 42nd Anniversary Edition,Douglas Adams,32.51,Pan Macmillan,245,"Young Adult Fiction , Humorous , General",9780330000000 
